"Iteration","Lift Coefficient Monitor: Lift Coefficient Monitor"
630.0,-0.0015695329050661037
631.0,-0.0015857329031577305
632.0,-0.0016004524654595037
634.0,-0.0016306025014480349
635.0,-0.0016521633545000937
636.0,-0.0016594442012928597
637.0,-0.0016582579638315588
638.0,-0.0016276936783656232
639.0,-0.001625932433321051
640.0,-0.0016405508882717604
641.0,-0.0016569672958177825
643.0,-0.0016111622459300597
644.0,-0.0016075637759830484
645.0,-0.0015833631406537364
646.0,-0.0015730476790953654
647.0,-0.001552505988708966
648.0,-0.001536625824620444
649.0,-0.0015003340017784581
650.0,-0.0014804372813322258
652.0,-0.0014233686413634699
653.0,-0.0013969023566225774
654.0,-0.0013985175245003756
655.0,-0.00138016287379502
656.0,-0.0013492859556277841
657.0,-0.0013069515582620147
658.0,-0.001300746344916867
659.0,-0.00130195569236203
661.0,-0.0012835237081093925
662.0,-0.0012557203305330993
663.0,-0.001260554983989976
664.0,-0.0012661196951383009
665.0,-0.0012643518832731332
666.0,-0.0012521589490364256
667.0,-0.0012399318633238765
668.0,-0.0012446109664932582
670.0,-0.0012467631398222219
671.0,-0.001249709411403315
672.0,-0.0012566389985879034
673.0,-0.0012427558872288129
674.0,-0.0012499920491986815
675.0,-0.0012425863816675133
676.0,-0.0012519836530064446
677.0,-0.0012750516239861147
679.0,-0.0013162815950810718
680.0,-0.0013172490999119734
681.0,-0.0013290258359835137
682.0,-0.0013643977036973522
683.0,-0.001384752466639432
684.0,-0.001417500374288022
685.0,-0.001427164987169395
686.0,-0.0014638059609573923
688.0,-0.0015246969068139797
689.0,-0.0015558395351253685
690.0,-0.0015664475608873198
691.0,-0.0016036658958860767
692.0,-0.0016175844826135275
693.0,-0.0016313786486529432
694.0,-0.001651830936413912
695.0,-0.0016577829407897781
697.0,-0.0017060798051477795
698.0,-0.0016765120353115983
699.0,-0.001674839618820125
700.0,-0.001678850549796756
701.0,-0.0016909385068652521
702.0,-0.001688627675458152
703.0,-0.0016384822564753153
704.0,-0.0016137727731449227
706.0,-0.00159244450885083
707.0,-0.0015700803365408667
708.0,-0.0015212618151987888
709.0,-0.0014741861603949327
710.0,-0.0014501050964694216
711.0,-0.0014253394734177346
712.0,-0.001383614474195039
713.0,-0.0013367296621972656
715.0,-0.00126110131439951
716.0,-0.0012241714992327437
717.0,-0.0012051403757184769
718.0,-0.0011486272621838364
719.0,-0.001121703368129136
720.0,-0.0010879702265890125
721.0,-0.0010417979901099967
722.0,-0.0010332863464110735
724.0,-0.001007014891331692
725.0,-9.896617676005979E-4
726.0,-9.82571232249452E-4
727.0,-9.61711458361645E-4
728.0,-9.776843553928331E-4
729.0,-9.881791723293295E-4
730.0,-0.001004297438814206
731.0,-0.0010155495236323373
733.0,-0.0010578494452912225
734.0,-0.0010957741276136157
735.0,-0.0011299315336380823
736.0,-0.0011453598514725794
737.0,-0.0011750762503732117
738.0,-0.0012148452884831059
739.0,-0.0012653582204289135
741.0,-0.0013090890665109396
742.0,-0.0013558048959469555
743.0,-0.001372692669605839
744.0,-0.0014256694827012575
745.0,-0.0014457463581613943
746.0,-0.001462202036742541
747.0,-0.0014857022153129352
748.0,-0.0014900804872505554
750.0,-0.0015299592973407076
751.0,-0.001537201032667958
752.0,-0.0015422968865677713
753.0,-0.0015304980679909652
754.0,-0.0015406473251587474
755.0,-0.001537939732646841
756.0,-0.0015626548824108637
757.0,-0.001533241249305075
759.0,-0.00150791497280669
760.0,-0.001492025643006084
761.0,-0.0014975843595698298
762.0,-0.0014926676691862375
763.0,-0.0014601878370399987
764.0,-0.0014541019723146008
765.0,-0.0014239215438720933
766.0,-0.001431753838355036
768.0,-0.0013856320409022112
769.0,-0.0013677757695562452
770.0,-0.0013524991397229542
771.0,-0.001339630981330631
772.0,-0.0013358641557878266
773.0,-0.0013030071547066317
774.0,-0.0012950816413305826
775.0,-0.0012731563063787367
777.0,-0.001249518761132678
778.0,-0.001230795590108923
779.0,-0.0012158847049565037
780.0,-0.0012132119183668837
781.0,-0.0011925344564723411
782.0,-0.0012032862730109524
783.0,-0.0011729611868841563
784.0,-0.001166258676568569
786.0,-0.0011471898583974437
787.0,-0.0011477649465745992
788.0,-0.0011151492378885523
789.0,-0.0011569773987069668
790.0,-0.0011384959737601608
791.0,-0.0011333071333121023
792.0,-0.0011150707437824247
793.0,-0.0011078435195099922
795.0,-0.0011439900916781936
796.0,-0.0011474676850789874
797.0,-0.0011385331820824665
798.0,-0.0011469596750941342
799.0,-0.0011705085045719166
800.0,-0.001172010880843508
801.0,-0.0011768326720629722
802.0,-0.0011863342023369612
804.0,-0.0012284969791338928
805.0,-0.0012405646299006878
806.0,-0.001248807183165375
807.0,-0.001263998224769273
808.0,-0.0012723231440192734
809.0,-0.0012972668331614572
810.0,-0.001316332593383937
811.0,-0.0013027312951353802
813.0,-0.0013279225584534578
814.0,-0.0013621970902440964
815.0,-0.001345909242294195
816.0,-0.0013414277265420048
817.0,-0.0013578634014841417
818.0,-0.0013551622980580524
819.0,-0.0013776401238015173
820.0,-0.001358599552430968
822.0,-0.0013367043073951469
823.0,-0.0013374079608908596
824.0,-0.0013401030008059103
825.0,-0.0013172689333318772
826.0,-0.001295964935544516
827.0,-0.00129395904301582
828.0,-0.001280314688520808
829.0,-0.0012821443480993619
831.0,-0.0012430980891503284
832.0,-0.0012425057285358292
833.0,-0.001228059666681463
834.0,-0.0012241548667181223
835.0,-0.0012137202711157361
836.0,-0.0012064191166446879
837.0,-0.0011950755758739198
838.0,-0.0011713098200156911
840.0,-0.0011989132798827693
841.0,-0.001192391513734262
842.0,-0.0011833449973819219
843.0,-0.001159522003064574
844.0,-0.0011931168163791977
845.0,-0.0011752520359265392
846.0,-0.001198162075527737
848.0,-0.0011773661836913321
849.0,-0.0012205684818920345
850.0,-0.0011973383898380035
851.0,-0.0011954729352137042
852.0,-0.0012106450482515982
853.0,-0.001217161780201191
854.0,-0.0012333209178998611
855.0,-0.001220061582523217
857.0,-0.0012237881716634954
858.0,-0.0012226096669881845
859.0,-0.0012312390251489067
860.0,-0.0012240332639636634
861.0,-0.0012132417703376618
862.0,-0.0012119772213651319
863.0,-0.0012104878681884503
864.0,-0.0012047322624904138
866.0,-0.0011964422167955846
867.0,-0.0011850273668918413
868.0,-0.0011760863910324278
869.0,-0.0011713623023766608
870.0,-0.001189754618028725
871.0,-0.0011842492839966169
872.0,-0.0011595857328979625
873.0,-0.0011420637666983543
875.0,-0.0011534787205290152
876.0,-0.001150189782891405
877.0,-0.0011432876835825512
878.0,-0.0011120952506453656
879.0,-0.0011439193329230261
880.0,-0.0011425422392899204
881.0,-0.0011371606349276102
882.0,-0.0011416528568807907
884.0,-0.0011471440370965076
885.0,-0.0011474931166578798
886.0,-0.0011431182183551047
887.0,-0.0011547478122868157
888.0,-0.0011418102708513754
889.0,-0.0011644382315545412
890.0,-0.0011460514958901442
891.0,-0.001166495169275226
893.0,-0.0011609726484209544
894.0,-0.0011787814320387661
895.0,-0.001168080931746485
896.0,-0.001189225862281502
897.0,-0.001189088633328669
898.0,-0.0011815251741938335
899.0,-0.0011944249573106766
900.0,-0.0011931136769061422
902.0,-0.0012093983947183155
903.0,-0.0011927026377165258
904.0,-0.0012053454687179564
905.0,-0.0012164391995235601
906.0,-0.001210921716553281
907.0,-0.0012088817111383045
908.0,-0.0011947743984923316
909.0,-0.0012101033290396975
911.0,-0.0012055980732014501
912.0,-0.0012123776353876352
913.0,-0.0012001823742108363
914.0,-0.0011951163087771872
915.0,-0.0012057671723551093
916.0,-0.0012047435573711305
917.0,-0.0012100439907783344
918.0,-0.0011860821174710296
920.0,-0.001182754211957472
921.0,-0.0011951059672959659
922.0,-0.0011930515999716053
923.0,-0.0011639059844013892
924.0,-0.0011951980596702188
925.0,-0.0011710804796571813
926.0,-0.001164671513525064
927.0,-0.0011700757604797911
929.0,-0.0011589445981497492
930.0,-0.0011462880325883733
931.0,-0.0011307095801525355
932.0,-0.001144995483708046
933.0,-0.0011233750243912956
934.0,-0.001120684001304833
935.0,-0.001116532448753057
936.0,-0.0011063787245884208
938.0,-0.0010960559366310094
939.0,-0.0010856815652641588
940.0,-0.0010809912369005813
941.0,-0.0010841253723588818
942.0,-0.0010779420325656218
943.0,-0.0010624293135841813
944.0,-0.0010606040917442885
946.0,-0.0010607906126179662
947.0,-0.0010624862644738977
948.0,-0.001048679302819019
949.0,-0.0010464780711720153
950.0,-0.0010458831287445435
951.0,-0.0010423303285622698
952.0,-0.0010620106031014075
953.0,-0.001046596726015363
955.0,-0.0010501142704230624
956.0,-0.0010543832045746377
957.0,-0.001070822155151356
958.0,-0.001068075629487792
959.0,-0.0010827303424008111
960.0,-0.0010734679008131765
961.0,-0.001082361637200731
962.0,-0.0010842777275318681
964.0,-0.0011083637216065386
965.0,-0.0011187191304071415
966.0,-0.0011177894739783307
967.0,-0.0010997428753101396
968.0,-0.001106403701385892
969.0,-0.001125476018076989
970.0,-0.0011323312574631841
971.0,-0.00114189800823569
973.0,-0.0011191961798734645
974.0,-0.0011285346690009471
975.0,-0.0011410845660805849
976.0,-0.0011470947474203808
977.0,-0.0011376492192809663
978.0,-0.001143335816921348
979.0,-0.001127168030588153
980.0,-0.001133492286087211
982.0,-0.001139904688521625
983.0,-0.0011236150399015596
984.0,-0.0011257688449579526
985.0,-0.0011253759137137317
986.0,-0.0011173812614915799
987.0,-0.0011204339265750438
988.0,-0.0010957788005784314
989.0,-0.0011097278698754375
991.0,-0.001093819290520483
992.0,-0.0010843430932699523
993.0,-0.0010667081780086046
994.0,-0.0010862665331571573
995.0,-0.001072442351168132
996.0,-0.0010820763660910487
997.0,-0.0010557154608242048
998.0,-0.0010327888186080776
1000.0,-0.0010553503133938012
1001.0,-0.0010331876484220486
1002.0,-0.0010294410666731085
1003.0,-0.0010256123603794632
1004.0,-0.0010256282955212518
1005.0,-0.0010135144021445792
1006.0,-0.0010148620839010674
1007.0,-9.99080037682945E-4
1009.0,-0.0010089359761608384
1010.0,-9.872026304477912E-4
1011.0,-9.646423205195722E-4
1012.0,-9.660233234588859E-4
1013.0,-9.564946948676328E-4
1014.0,-9.128878564281389E-4
1015.0,-8.344669696840436E-4
1016.0,-7.309212311131118E-4
1018.0,-4.76044462717046E-4
1019.0,-2.2579042725375778E-4
1020.0,1.0754286651123632E-4
1021.0,5.209400983940189E-4
1022.0,0.001042497279527292
1023.0,0.0017571464581946287
1024.0,0.0026143719001152058
1025.0,0.003663638381348588
1027.0,0.006374191360159838
1028.0,0.00810575533630869
1029.0,0.010046893405086422
1030.0,0.012213723595390918
1031.0,0.014596414738139338
1032.0,0.01722523366527294
1033.0,0.02002279093466126
1034.0,0.022883840672594462
1036.0,0.028742641300691926
1037.0,0.03163104934621763
1038.0,0.03433169477178178
1039.0,0.03675418371247616
1040.0,0.03890009560845037
1041.0,0.04066851971695538
1042.0,0.041994131833993406
1043.0,0.04287298291242849
1045.0,0.04318317592404065
1046.0,0.042728418793579255
1047.0,0.041916857011671416
1048.0,0.040828563831677774
1049.0,0.03960625209757694
1050.0,0.038359529987539144
1051.0,0.037168322723608226
1053.0,0.035378653428178156
1054.0,0.034909015147353895
1055.0,0.03483367165564449
1056.0,0.035129474136223464
1057.0,0.03575270715607101
1058.0,0.03665883052952511
1059.0,0.037775284370598426
1060.0,0.039055777955031096
1062.0,0.04174501576771958
1063.0,0.04296143330458067
1064.0,0.04397484110846876
1065.0,0.04480724866771352
1066.0,0.04541436846451101
1067.0,0.04577222110091759
1068.0,0.04590615765264364
1069.0,0.045882341503876045
1071.0,0.04541936050181471
1072.0,0.0450543832903083
1073.0,0.04471085130236081
1074.0,0.044418906586579036
1075.0,0.04418899980567447
1076.0,0.043982303579580946
1077.0,0.04384999535790932
1078.0,0.043796400038379
1080.0,0.04391376373454514
1081.0,0.04398317392116422
1082.0,0.04405099402951947
1083.0,0.04411322859034583
1084.0,0.04415642359438507
1085.0,0.044157045683998725
1086.0,0.04407050302695436
1087.0,0.043945821035369925
1089.0,0.04350215016575838
1090.0,0.043181326173020486
1091.0,0.04283311494244471
1092.0,0.04243993264117117
