"Iteration","Drag Coefficient Monitor: Drag Coefficient Monitor"
129.0,-0.33411852354715094
130.0,-0.33293498419890016
131.0,-0.3315582558188752
132.0,-0.33077449248212026
133.0,-0.3195821125587985
135.0,-0.303755290293318
136.0,-0.2850352851748847
137.0,-0.27283225805077765
138.0,-0.25247552806880263
139.0,-0.22231384517013725
140.0,-0.1883861212662628
141.0,-0.15682933486140274
142.0,-0.1052157593789406
144.0,0.04602531641946044
145.0,0.14151498678502794
146.0,0.25140638245570945
147.0,0.3914156671807652
148.0,0.5620927849434143
149.0,0.709123246473947
150.0,0.819263762689735
151.0,0.9238816370424274
153.0,0.7613787959129753
154.0,0.5316606547448016
155.0,0.4046709927049116
156.0,0.30790253938774487
157.0,0.20071513217172277
158.0,0.09134028089473017
159.0,-0.012253981503545442
160.0,-0.10519838254247522
162.0,-0.24642957290197814
163.0,-0.2939583535642867
164.0,-0.32785703476311395
165.0,-0.34851869356595366
166.0,-0.35639517736389614
167.0,-0.35244792985355533
168.0,-0.3392289713710846
169.0,-0.3194487584149666
171.0,-0.27247077641286316
172.0,-0.24943409004031575
173.0,-0.22900449202948517
174.0,-0.2110704766574382
175.0,-0.19577267843317056
176.0,-0.18268074025251266
177.0,-0.1708641329863683
178.0,-0.15945456848820425
180.0,-0.13227598204309246
181.0,-0.11438762871497093
182.0,-0.09450673396402551
183.0,-0.07350837301229213
184.0,-0.05220434797867824
185.0,-0.030725186381994066
186.0,-0.00986653369164363
187.0,0.009762304806129626
189.0,0.045101925360048194
190.0,0.06065072854935436
191.0,0.07466513448482644
192.0,0.08730120321143164
193.0,0.0993712734936658
194.0,0.11119686161430989
195.0,0.12273874584726042
196.0,0.13329532507904043
198.0,0.1484651130504293
199.0,0.15164467149821784
200.0,0.15084376081028042
201.0,0.145430802505738
202.0,0.1356336416840596
203.0,0.12136147659575891
204.0,0.10582718484514975
205.0,0.09058306623964356
207.0,0.06122407830712722
208.0,0.04518156856547748
209.0,0.027795876354357648
210.0,0.009505180329157205
211.0,-0.00796671018849964
212.0,-0.023496938827590613
213.0,-0.03608701112535285
215.0,-0.052670177171085124
216.0,-0.05657166803990397
217.0,-0.05879003901868785
218.0,-0.06146382217208429
219.0,-0.06562848544889363
220.0,-0.07331342684775058
221.0,-0.08425365633988083
222.0,-0.0993004365468608
224.0,-0.1350918115287952
225.0,-0.1514802819310238
226.0,-0.16453471532000258
227.0,-0.17189531030871302
228.0,-0.17331350864960182
229.0,-0.17039996447755748
230.0,-0.16401052447946898
231.0,-0.15621077581195164
233.0,-0.13829703096499452
234.0,-0.1300671103957217
235.0,-0.12139008147294804
236.0,-0.11169204089708219
237.0,-0.10041246347232774
238.0,-0.08760897792154862
239.0,-0.07347115393749978
240.0,-0.05837488400044446
242.0,-0.025342417087408173
243.0,-0.007807612745303443
244.0,0.010375044337244422
245.0,0.02884227937285086
246.0,0.047311240639118755
247.0,0.06511854593103006
248.0,0.08195124496094423
249.0,0.09682341519704853
251.0,0.11938044422135537
252.0,0.1258916947262249
253.0,0.12942454474210477
254.0,0.13022102424918527
255.0,0.12824706532524108
256.0,0.12419858901222747
257.0,0.11834562483856165
258.0,0.11080367716756014
260.0,0.09114193331732302
261.0,0.08096749267935997
262.0,0.07047877609858563
263.0,0.060727590360178885
264.0,0.05078005446025496
265.0,0.04081943686459811
266.0,0.03139434881944014
267.0,0.021604784542607176
269.0,0.0018033503215486228
270.0,-0.007847532404292088
271.0,-0.016104328599452267
272.0,-0.02295581606056559
273.0,-0.028379188016328733
274.0,-0.03256084107314539
275.0,-0.03578755077866178
276.0,-0.03807295515287586
278.0,-0.041672323411855325
279.0,-0.04319499301246218
280.0,-0.04508344855038329
281.0,-0.04615644256657433
282.0,-0.046588195185137515
283.0,-0.04643402282422325
284.0,-0.045475456010149504
285.0,-0.04429624894209498
287.0,0.10252067154625502
288.0,0.11962641735247763
289.0,0.13377804924198355
290.0,0.14508260300843834
291.0,0.15352166330262784
292.0,0.1594332452123367
293.0,0.16302786446298748
294.0,0.1644143350353997
296.0,0.1614031568416065
297.0,0.15755637597579228
298.0,0.1525286943261344
299.0,0.14663427136265425
300.0,0.14007306037284528
301.0,0.13320459143644225
302.0,0.12626428618681382
303.0,0.11946297527225769
305.0,0.1068763310206315
306.0,0.10116675247648454
307.0,0.09584142720710352
308.0,0.09086210308054093
309.0,0.08609107487862502
310.0,0.08137143039394137
311.0,0.07653619939312736
312.0,0.07131423853470883
314.0,0.05877752601342044
315.0,0.05086983871406424
316.0,0.04153033194305943
317.0,0.030578904907839228
318.0,0.017978861853801275
319.0,0.003713810195355813
320.0,-0.012081249915758228
322.0,-0.047520576896558545
323.0,-0.06659762885217957
324.0,-0.08615925867876373
325.0,-0.10581222938031021
326.0,-0.1250350859605613
327.0,-0.14328941961029584
328.0,-0.15999899037088292
329.0,-0.17464331704256678
331.0,-0.19612146813833123
332.0,-0.20235436665846596
333.0,-0.20536471353754637
334.0,-0.20507790681332438
335.0,-0.2016682233290334
336.0,-0.19539050038828282
337.0,-0.186789379032618
338.0,-0.17630861331633468
340.0,-0.15110297058014988
341.0,-0.13682779673116785
342.0,-0.12167398332819081
343.0,-0.105892742006266
344.0,-0.08968228518187298
345.0,-0.07323858443205127
346.0,-0.05682807281124226
347.0,-0.04065783720768148
349.0,-0.009947948605834912
350.0,0.004187938593936083
351.0,0.017279561333386817
352.0,0.029159606042371028
353.0,0.03971324722547305
354.0,0.04886536610001209
355.0,0.056540685570990026
356.0,0.06270903278994157
358.0,0.07069297504675962
359.0,0.07263580224245532
360.0,0.07331611203650443
361.0,0.07281887327761172
362.0,0.07129439062393383
363.0,0.06889813322767348
364.0,0.06577965772309892
365.0,0.06214091312390281
367.0,0.053983538346940634
368.0,0.049848200187224447
369.0,0.04586683766713788
370.0,0.04213660234091235
371.0,0.03873706306180536
372.0,0.035716998835856426
373.0,0.03307110777052678
374.0,0.03081572777089437
376.0,0.027278827711161007
377.0,0.02583748147212023
378.0,0.024484515041340547
379.0,0.023131418666952615
380.0,0.02164572702767124
381.0,0.019930531922029884
382.0,0.017912277016489075
383.0,0.01550678812985246
385.0,0.009362761197703032
386.0,0.005598778276812492
387.0,0.0013686186578041083
388.0,-0.0032546191531271675
389.0,-0.008241295579799
390.0,-0.013488326981360568
391.0,-0.01892380606975723
392.0,-0.02440639792098193
394.0,-0.035119870454108554
395.0,-0.0401047381395193
396.0,-0.044696847264713374
397.0,-0.048827644965829434
398.0,-0.052467088821101
399.0,-0.05566710443720539
400.0,-0.05844768116477639
401.0,-0.06084836386094464
403.0,-0.06455593006261437
404.0,-0.06583179018075391
405.0,-0.06667098583052744
406.0,-0.06703075165986945
407.0,-0.06690841928614473
408.0,-0.06630277001815357
409.0,-0.06523926769163638
410.0,-0.06379309943025016
412.0,-0.06008860145746342
413.0,-0.05800029567478073
414.0,-0.05587813248177946
415.0,-0.05377963400858708
416.0,-0.05173288448364284
417.0,-0.04969014227583858
418.0,-0.04761490727265514
419.0,-0.04547883747978247
421.0,-0.04087320565975993
422.0,-0.03836045004770676
423.0,-0.0357032707353911
424.0,-0.032880707959751024
425.0,-0.02990328188708498
426.0,-0.02677143220979007
427.0,-0.023536044746063783
429.0,-0.016824550461711416
430.0,-0.013364956507806275
431.0,-0.009837072715695755
432.0,-0.006241803924760814
433.0,-0.002580451144624289
434.0,0.0011625984527763207
435.0,0.0049677471456410025
436.0,0.008766349234542618
438.0,0.016284435747668753
439.0,0.019893457589070095
440.0,0.023308395842609193
441.0,0.026493400243934456
442.0,0.029403589609037085
443.0,0.03202777916976714
444.0,0.034332183960779666
445.0,0.036285962537065106
447.0,0.03904387935036481
448.0,0.03978850878074874
449.0,0.04008107082492397
450.0,0.03989673543794668
451.0,0.03921402840757378
452.0,0.03801711700503232
453.0,0.036288907861209446
454.0,0.034031115944907514
456.0,0.027917452114021225
457.0,0.024097352476810843
458.0,0.019797824100166145
459.0,0.015073440614220545
460.0,0.009969380263458071
461.0,0.004555069311171301
462.0,-0.0011005061623272968
463.0,-0.006928502157650304
465.0,-0.018798492868107267
466.0,-0.024702736400220762
467.0,-0.030495426558853508
468.0,-0.03611961708755112
469.0,-0.04149419717441974
470.0,-0.046562750196048906
471.0,-0.051254338911936106
472.0,-0.05547045231709254
474.0,-0.062240154743524914
475.0,-0.06470476030968203
476.0,-0.06651730236608061
477.0,-0.06768570647376906
478.0,-0.0682170797591454
479.0,-0.06817299072820983
480.0,-0.06757838170281127
481.0,-0.06649096159537157
483.0,-0.06306118610821712
484.0,-0.06085067346738808
485.0,-0.058362904259629034
486.0,-0.055650284815483494
487.0,-0.052725687679604304
488.0,-0.04962647198280048
489.0,-0.04638160575207605
490.0,-0.04301234550795308
492.0,-0.035989070380448324
493.0,-0.0323868945534152
494.0,-0.02877852196266694
495.0,-0.025179602226054525
496.0,-0.02162043441773396
497.0,-0.018143809628545657
498.0,-0.014738418707476672
499.0,-0.011437130425518303
501.0,-0.005184004253389134
502.0,-0.0022527783731903384
503.0,5.373478511412032E-4
504.0,0.003194000750128394
505.0,0.00568979365609267
506.0,0.00801312985033574
507.0,0.010143660346964782
508.0,0.012072322511901087
510.0,0.015284035497569926
511.0,0.016572393545302745
512.0,0.0176459204797643
513.0,0.018507990140255507
514.0,0.019162883661235197
515.0,0.01960846676763808
516.0,0.019843113593015632
517.0,0.019865630727697158
519.0,0.019253247940975757
520.0,0.018611301281337783
521.0,0.017728813141643505
522.0,0.01660411263091659
523.0,0.015239330222937598
524.0,0.013623324304221975
525.0,0.011758423941680573
527.0,0.007273084689740887
528.0,0.0046806940004602265
529.0,0.0018673186834464225
530.0,-0.0011317086530911805
531.0,-0.0042937003111598974
532.0,-0.007594527542671194
533.0,-0.011000165031279261
534.0,-0.014461450681409558
536.0,-0.021402954843595008
537.0,-0.024799969552092876
538.0,-0.028085429609284222
539.0,-0.03122784477013827
540.0,-0.034173155750798566
541.0,-0.03689080806613044
542.0,-0.03934470180588006
543.0,-0.041506458419612355
545.0,-0.044878918173987814
546.0,-0.0460542775132079
547.0,-0.04688345182802895
548.0,-0.04735717941484827
549.0,-0.04747678049016244
550.0,-0.04725116622839056
551.0,-0.04669786457068381
552.0,-0.04582337540101465
554.0,-0.043235264739309706
555.0,-0.041571072929611
556.0,-0.039694283541757004
557.0,-0.03764575172938655
558.0,-0.03545368733829778
559.0,-0.033154025373089376
560.0,-0.030782809567635704
561.0,-0.02836221067616542
563.0,-0.02351804412393038
564.0,-0.021144835847885846
565.0,-0.01883149235415496
566.0,-0.01659236266579864
567.0,-0.014445342893686146
568.0,-0.01239504339442615
569.0,-0.010456589268292814
570.0,-0.008639152536455114
572.0,-0.005382088252805713
573.0,-0.003963060469729358
574.0,-0.002692611864057665
575.0,-0.0015702208257565055
576.0,-6.028763816110626E-4
577.0,2.2622553257300657E-4
578.0,9.057324937332481E-4
579.0,0.0014518617761021865
581.0,0.0021550648780580602
582.0,0.0023394055167614836
583.0,0.0024272889465529156
584.0,0.0024267314823497605
585.0,0.002346049093927353
586.0,0.0021979995272529557
587.0,0.001986274886959615
588.0,0.0017258839994215777
590.0,0.0010555600860096652
591.0,6.540824327291549E-4
592.0,2.069567348430435E-4
593.0,-2.8323378885121604E-4
594.0,-8.217073380438478E-4
595.0,-0.001416014171319006
596.0,-0.0020661568524100622
597.0,-0.0027823950822251087
599.0,-0.004407470102699179
600.0,-0.0053306791185232
601.0,-0.006324405005081053
602.0,-0.0073899306890628565
603.0,-0.008528958235821059
604.0,-0.00973522488149224
605.0,-0.011002560203302595
606.0,-0.012322044041767831
608.0,-0.015085528532964871
609.0,-0.016516602064148362
610.0,-0.017953228008061473
611.0,-0.019389166456272214
612.0,-0.02080021994906269
613.0,-0.022184386211237958
614.0,-0.023524246461427395
615.0,-0.02480119208004497
617.0,-0.027099485645507453
618.0,-0.02809582169250859
619.0,-0.02897921375243741
620.0,-0.02973402234876489
621.0,-0.030360468550456807
622.0,-0.030839145327287973
623.0,-0.031170546658051485
624.0,-0.031353877279123456
626.0,-0.03125944811078077
627.0,-0.030994715349404983
628.0,-0.030583583723210253
629.0,-0.0300323892045585
630.0,-0.029343589467666978
631.0,-0.028538930747006933
632.0,-0.027618999130347256
634.0,-0.025492507488906163
635.0,-0.024294272301751872
636.0,-0.023038758741598275
637.0,-0.02172225272899899
638.0,-0.020372498233497908
639.0,-0.018996211817730667
640.0,-0.01759556853782013
641.0,-0.016199955371388994
643.0,-0.013440960369614343
644.0,-0.01209823966941758
645.0,-0.01079980792711011
646.0,-0.009541438001284187
647.0,-0.00835130597383641
648.0,-0.0072139192310262164
649.0,-0.006150636900444187
650.0,-0.005168227298770553
652.0,-0.0034615539790169604
653.0,-0.0027444486139773395
654.0,-0.0021230602959178904
655.0,-0.001596239193085984
656.0,-0.0011666403085528482
657.0,-8.306388659820446E-4
658.0,-5.833895305802396E-4
659.0,-4.355554721201995E-4
661.0,-4.0159121225964885E-4
662.0,-5.132590110609805E-4
663.0,-7.045531192108705E-4
664.0,-9.818021973452013E-4
665.0,-0.0013379558074482698
666.0,-0.0017670638721539976
667.0,-0.0022693864525051757
668.0,-0.0028425713772274883
670.0,-0.004201583738847484
671.0,-0.004975223568370721
672.0,-0.005800337364081023
673.0,-0.006684661905947532
674.0,-0.007623790915969523
675.0,-0.00860505329968094
676.0,-0.009619010632005298
677.0,-0.010664825545964367
679.0,-0.012834167856709926
680.0,-0.013937225398316409
681.0,-0.015046495750958665
682.0,-0.016139769340888822
683.0,-0.017223862724115163
684.0,-0.018283705006849574
685.0,-0.01930884482703397
686.0,-0.02029859818282192
688.0,-0.022110898143246835
689.0,-0.022915028798096645
690.0,-0.023644397150498472
691.0,-0.024296916931841134
692.0,-0.024861788553300547
693.0,-0.025325982004068118
694.0,-0.025691005839137145
695.0,-0.0259531521381968
697.0,-0.026162075445775448
698.0,-0.026100894753188865
699.0,-0.025935886494380996
700.0,-0.025661432018845055
701.0,-0.025289433613999504
702.0,-0.024812140736054075
703.0,-0.024244906696560615
704.0,-0.023588446346794394
706.0,-0.0220393162516497
707.0,-0.021154169647896952
708.0,-0.020223178441796816
709.0,-0.019236624826846724
710.0,-0.01821454293055627
711.0,-0.01716632247341781
712.0,-0.01609537686303419
713.0,-0.015024135630288798
715.0,-0.01288492814700827
716.0,-0.011849113847268805
717.0,-0.010836570854200225
718.0,-0.009868030680794011
719.0,-0.008941639470454893
720.0,-0.008066450173049106
721.0,-0.007252056632310441
722.0,-0.006502426315453621
724.0,-0.00521808534770746
725.0,-0.004689228733408332
726.0,-0.004241136961287923
727.0,-0.003869154162425667
728.0,-0.0035796063060571986
729.0,-0.0033710086396790736
730.0,-0.003242917498931557
731.0,-0.0031924285897446418
733.0,-0.0033123333992104787
734.0,-0.0034818421683617705
735.0,-0.003717540548600585
736.0,-0.004016628784224723
737.0,-0.004374627347337741
738.0,-0.0047848770094907934
739.0,-0.005252781881862615
741.0,-0.006316979842525595
742.0,-0.006905459994871221
743.0,-0.007527471642326378
744.0,-0.008181221303042023
745.0,-0.00885652144572985
746.0,-0.009545597165313674
747.0,-0.01024270866923044
748.0,-0.01095801761693851
750.0,-0.012393224850392143
751.0,-0.013101823642924677
752.0,-0.01379015251544054
753.0,-0.014472447536885435
754.0,-0.015137721436387419
755.0,-0.015775341944697097
756.0,-0.01637814112773739
757.0,-0.016952317876883054
759.0,-0.017990968980035542
760.0,-0.01844665097252844
761.0,-0.01885029202198335
762.0,-0.01921370036951859
763.0,-0.019523322813861203
764.0,-0.019777835982486835
765.0,-0.0199759924703638
766.0,-0.02011874718712727
768.0,-0.020249541282331945
769.0,-0.020222223510239883
770.0,-0.020135236053146606
771.0,-0.020001098944866423
772.0,-0.019822163706026318
773.0,-0.019590041926692288
774.0,-0.01930529069695435
775.0,-0.018967735740126435
777.0,-0.018183944795294546
778.0,-0.017746407399072323
779.0,-0.017269433378901612
780.0,-0.016763003145452458
781.0,-0.016233604596524613
782.0,-0.01569036588229668
783.0,-0.01513661991346641
784.0,-0.014571200581068958
786.0,-0.013431485401657797
787.0,-0.012860954013113067
788.0,-0.012303344158357259
789.0,-0.011757097184717572
790.0,-0.01123059243727839
791.0,-0.010721703671598111
792.0,-0.010226165051360994
793.0,-0.009761699131984884
795.0,-0.008914068490225965
796.0,-0.008542961251312077
797.0,-0.008200007011164103
798.0,-0.007889528984424746
799.0,-0.007616221452168841
800.0,-0.007381698965553486
801.0,-0.007184747078598225
802.0,-0.007023357032794926
804.0,-0.006811694797111474
805.0,-0.006759490937532653
806.0,-0.006743928070353424
807.0,-0.00676329994090734
808.0,-0.006820163990656737
809.0,-0.006911353554390531
810.0,-0.007031705520308561
811.0,-0.0071890573594188744
813.0,-0.007584296828632083
814.0,-0.00782440513533301
815.0,-0.008090364291628816
816.0,-0.008384034085766793
817.0,-0.008695047699239618
818.0,-0.009029997111204294
819.0,-0.009380699318578592
820.0,-0.00975380239107199
822.0,-0.01053373201944636
823.0,-0.010939755103371638
824.0,-0.011351679291514937
825.0,-0.011772298574215337
826.0,-0.012189678618842341
827.0,-0.012609132258986994
828.0,-0.013023743747622848
829.0,-0.013437054645431639
831.0,-0.014218968204692522
832.0,-0.014591931843476931
833.0,-0.014949060720074875
834.0,-0.015284263386350253
835.0,-0.015593677772373197
836.0,-0.015871949295179356
837.0,-0.01612999079019356
838.0,-0.01636213416884056
840.0,-0.016712968559286105
841.0,-0.016842716756240692
842.0,-0.016930856405093564
843.0,-0.01698746192077751
844.0,-0.01700120281537088
845.0,-0.01697505175652144
846.0,-0.01692121688809865
848.0,-0.01669733268404553
849.0,-0.016524281686811065
850.0,-0.01632203948220083
851.0,-0.016089990152550457
852.0,-0.01583200800137884
853.0,-0.015542882988738113
854.0,-0.015224346287687117
855.0,-0.014884421412061932
857.0,-0.014153353451904799
858.0,-0.013766426157150286
859.0,-0.013371291683874683
860.0,-0.012964047958925536
861.0,-0.012557054652751264
862.0,-0.01214161972615774
863.0,-0.011733473869386212
864.0,-0.011338210509991894
866.0,-0.010563029222597426
867.0,-0.010191509480849223
868.0,-0.009835938845718288
869.0,-0.009507833241050482
870.0,-0.009197172968140831
871.0,-0.008911410710173786
872.0,-0.00864636159265312
873.0,-0.008404672555279222
875.0,-0.00801617775458917
876.0,-0.007868668865918468
877.0,-0.0077394001899121385
878.0,-0.007643265399102506
879.0,-0.007586469367668271
880.0,-0.00755571396128634
881.0,-0.007554490226944592
882.0,-0.00757691156232384
884.0,-0.007719463719329908
885.0,-0.007826942029053608
886.0,-0.00796105366511549
887.0,-0.008115172334629165
888.0,-0.008299132449419924
889.0,-0.008507304420070095
890.0,-0.008731029768987814
891.0,-0.008969474752594749
893.0,-0.009496795884085116
894.0,-0.009780368829847765
895.0,-0.010074894233645625
896.0,-0.01036755089640712
897.0,-0.010677030507466953
898.0,-0.01099073500307364
899.0,-0.011304807266946578
900.0,-0.011609431804373573
902.0,-0.012221654270031511
903.0,-0.012517385239346736
904.0,-0.012808432972903704
905.0,-0.013077567900161428
906.0,-0.013338071969921253
907.0,-0.01358572397848332
908.0,-0.013817189326601476
909.0,-0.014031873037522524
911.0,-0.014391180701352962
912.0,-0.014534730692433242
913.0,-0.014660523965391166
914.0,-0.014762114442724995
915.0,-0.014832926374756694
916.0,-0.0148821797247844
917.0,-0.014901568644662688
918.0,-0.014900058220207736
920.0,-0.014815014201100166
921.0,-0.014735334760893507
922.0,-0.014627608650310927
923.0,-0.014502864515984627
924.0,-0.014347941614174489
925.0,-0.014177148202132162
926.0,-0.013985307740422857
927.0,-0.013777539560776823
929.0,-0.013310963571972454
930.0,-0.013058372083824963
931.0,-0.012796994888812738
932.0,-0.012529825067158804
933.0,-0.0122500676481626
934.0,-0.01197151022995627
935.0,-0.011690413081364218
936.0,-0.01140813928900157
938.0,-0.01085722015188343
939.0,-0.010590112309013128
940.0,-0.010332059125101142
941.0,-0.010086429931202543
942.0,-0.009848020437623823
943.0,-0.009627036307085682
944.0,-0.009419976500103473
946.0,-0.009058171330978394
947.0,-0.008899109886199066
948.0,-0.008762492581387376
949.0,-0.008647098353544762
950.0,-0.00855532659933621
951.0,-0.008479983467484752
952.0,-0.008418765112456178
953.0,-0.008382924046226025
955.0,-0.00837832309446386
956.0,-0.008404330357400298
957.0,-0.008441479714131433
958.0,-0.008501164910185086
959.0,-0.008584178842848265
960.0,-0.008682094700476017
961.0,-0.008789523465623318
962.0,-0.00890960847505121
964.0,-0.009205168129690845
965.0,-0.009363157804213667
966.0,-0.009527036931697926
967.0,-0.009703969726713457
968.0,-0.009890705295361514
969.0,-0.010083841233622402
970.0,-0.010275542328991503
971.0,-0.010465841126743262
973.0,-0.010862671013551692
974.0,-0.011059700938702455
975.0,-0.01124463362638235
976.0,-0.011433358193741128
977.0,-0.011614174414889988
978.0,-0.011789952971733093
979.0,-0.01195971402139804
980.0,-0.012114548830017585
982.0,-0.01240301034997545
983.0,-0.012527285810485766
984.0,-0.012644231406999527
985.0,-0.012744424558837751
986.0,-0.0128304675958602
987.0,-0.012902976196015284
988.0,-0.012964291379744001
989.0,-0.01300977728169914
991.0,-0.013049600626965703
992.0,-0.013047799756967886
993.0,-0.013037209125131705
994.0,-0.013007954515240136
995.0,-0.012960946055079265
996.0,-0.012903112062971747
997.0,-0.012830052241490593
998.0,-0.012747328692283953
1000.0,-0.012543088351995545
1001.0,-0.012426530153744189
1002.0,-0.012299896983473547
1003.0,-0.012161126821498301
1004.0,-0.012017080562543877
1005.0,-0.01186944553049276
1006.0,-0.011716887507221236
1007.0,-0.011555419479873947
1009.0,-0.01122282665920166
1010.0,-0.011056208739515173
1011.0,-0.010892905291319716
1012.0,-0.01072507543405973
1013.0,-0.010561309774675858
1014.0,-0.010405829204529583
1015.0,-0.0102491488952462
1016.0,-0.010102409166958919
1018.0,-0.009823242193436759
1019.0,-0.009694593304497269
1020.0,-0.00957687297237602
1021.0,-0.009464386853243505
1022.0,-0.009363159682514464
1023.0,-0.009277897275218043
1024.0,-0.00920388967563232
1025.0,-0.009136914185989949
1027.0,-0.009034535196919288
1028.0,-0.009001353220516626
1029.0,-0.008980154963800502
1030.0,-0.008968249927388084
1031.0,-0.00896340851409504
1032.0,-0.008967758679316776
1033.0,-0.00898279149033122
1034.0,-0.009003282231567763
1036.0,-0.009081233711386456
1037.0,-0.009125661527581416
1038.0,-0.009178645323794723
1039.0,-0.009247111143665396
1040.0,-0.009317412784504039
1041.0,-0.009396823877463498
1042.0,-0.009472311215776269
1043.0,-0.009558210257026006
1045.0,-0.00975367235787723
1046.0,-0.009853614845103126
1047.0,-0.009949653558809453
1048.0,-0.010055528439702567
1049.0,-0.010163234169489938
1050.0,-0.01027401644313793
1051.0,-0.010378331777272536
1053.0,-0.01059724456328841
1054.0,-0.010705305374790634
1055.0,-0.01080915693402645
1056.0,-0.010912870577806894
1057.0,-0.011016235802236094
1058.0,-0.011112691785545574
1059.0,-0.01120246659942509
1060.0,-0.011288702080561087
1062.0,-0.01143936498801679
1063.0,-0.011499089724807786
1064.0,-0.011543718730371202
1065.0,-0.011586064308900329
1066.0,-0.011615987833644481
1067.0,-0.011627469425472985
1068.0,-0.011630611718569578
1069.0,-0.011625950912719047
1071.0,-0.011576421491894123
1072.0,-0.011528213383863534
1073.0,-0.011477434768353579
1074.0,-0.011422272230825082
1075.0,-0.011356567597503829
1076.0,-0.011276279851338226
1077.0,-0.011188819583639098
1078.0,-0.01110685584761898
1080.0,-0.010917193828331962
1081.0,-0.010810087139753125
1082.0,-0.010702165487622706
1083.0,-0.010596896652509518
1084.0,-0.010489151995450353
1085.0,-0.010373709620483233
1086.0,-0.01025832724845948
1087.0,-0.010142180677619954
1089.0,-0.009918904752029717
1090.0,-0.00980213672568941
1091.0,-0.00969459611866438
1092.0,-0.009588779245415327
1093.0,-0.009487033075463506
1094.0,-0.009385605836186198
1095.0,-0.009288708447453744
1096.0,-0.009205051971269623
1098.0,-0.009050782319039783
1099.0,-0.008979789136482287
1100.0,-0.008916952190188043
1101.0,-0.008869358146127016
1102.0,-0.008829612538998074
1103.0,-0.008792329693147374
1104.0,-0.008765608295208248
1105.0,-0.00875231687060523
1107.0,-0.008744475130488245
1108.0,-0.008752237093367997
1109.0,-0.00877017895373033
1110.0,-0.008796772795654216
1111.0,-0.008828952576625831
1112.0,-0.008863980597983281
1113.0,-0.00890851289939641
1114.0,-0.008963583784246436
1116.0,-0.00907969085366584
1117.0,-0.009140554697127996
1118.0,-0.009212851711940128
1119.0,-0.009290107250041296
1120.0,-0.009363825581386941
1121.0,-0.00944328302488111
1122.0,-0.009521706760784145
1123.0,-0.009607521808297558
